,data,label
1026,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/Up5.wav,up
1027,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/Up6.wav,up
1028,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/Up6_noise.wav,up
1029,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/Up7.wav,up
1030,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/Up78.wav,up
1031,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/Up78_noise.wav,up
1032,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/Up79.wav,up
1033,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/Up79_noise.wav,up
1034,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/Up7_noise.wav,up
1035,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/Up80.wav,up
1036,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/Up80_noise.wav,up
1037,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/Up81_noise.wav,up
1038,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/Up82_noise.wav,up
1039,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/Up83.wav,up
1040,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/Up84_noise.wav,up
1041,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/Up85.wav,up
1042,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/Up85_noise.wav,up
1043,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/Up8_noise.wav,up
1044,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/Up9.wav,up
1045,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/Up9_noise.wav,up
1046,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/upp1.wav,up
1047,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/upp2.wav,up
1048,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/Voice 037.wav,up
1049,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/Voice 037_noise.wav,up
1050,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/Voice 038.wav,up
1051,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/Voice 039.wav,up
1052,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/Voice 040.wav,up
1053,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/Voice 040_noise.wav,up
1054,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/Voice 041.wav,up
1055,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/Voice 041_noise.wav,up
1056,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/Voice 042.wav,up
1057,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/Voice 042_noise.wav,up
1058,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/Voice 043.wav,up
1059,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/Voice 043_noise.wav,up
1060,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/Voice 045.wav,up
1061,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/Voice 046.wav,up
1062,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/Voice 078.wav,up
1063,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/Voice 078_noise.wav,up
1064,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/Voice 079.wav,up
1065,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/Voice 079_noise.wav,up
1066,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/Voice 080.wav,up
1067,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/Voice 080_noise.wav,up
1068,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/Voice 081.wav,up
1069,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/Voice 081_noise.wav,up
1070,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/Voice 082_noise.wav,up
1071,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/Voice 098.wav,up
1072,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/Voice 098_noise.wav,up
1073,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/Voice 099.wav,up
1074,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/Voice 099_noise.wav,up
1075,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/Voice 100.wav,up
1076,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/Voice 101_noise.wav,up
1077,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/Voice 102_noise.wav,up
1078,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/Voice 118.wav,up
1079,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/Voice 118_noise.wav,up
1080,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/Voice 119_noise.wav,up
1081,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/Voice 121.wav,up
1082,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/Voice 121_noise.wav,up
1083,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/Voice 122.wav,up
1084,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/Voice 122_noise.wav,up
1085,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/Voice 138.wav,up
1086,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/Voice 138_noise.wav,up
1087,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/Voice 139_noise.wav,up
1088,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/Voice 140_noise.wav,up
1089,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/Voice 141.wav,up
1090,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/Voice 141_noise.wav,up
1091,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/Voice 156_noise.wav,up
1092,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/Voice 157.wav,up
1093,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/Voice 157_noise.wav,up
1094,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/Voice 158_noise.wav,up
1095,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/Voice 160_noise.wav,up
1096,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/Voice 161_noise.wav,up
1097,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/Voice 177.wav,up
1098,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/Voice 177_noise.wav,up
1099,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/Voice 178.wav,up
1100,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/Voice 178_noise.wav,up
1101,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/Voice 179.wav,up
1102,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/Voice 179_noise.wav,up
1103,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/Voice 180.wav,up
1104,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/Voice 181_noise.wav,up
1105,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/Voice 183.wav,up
1106,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/Voice 183_noise.wav,up
1107,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/Voice 184.wav,up
1108,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/Voice 185.wav,up
1109,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/Voice 185_noise.wav,up
1110,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/Voice 186.wav,up
1111,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/Voice 186_noise.wav,up
1112,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/Voice 217.wav,up
1113,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/Voice 218.wav,up
1114,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/Voice 220_noise.wav,up
1115,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/Voice 221.wav,up
1116,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/Voice 221_noise.wav,up
1117,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/Voice 222.wav,up
1118,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/Voice 222_noise.wav,up
1119,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/Voice 223.wav,up
1120,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/Voice 223_noise.wav,up
1121,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/Voice 224.wav,up
1122,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/Voice 224_noise.wav,up
1123,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/Voice 225.wav,up
1124,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/Voice 225_noise.wav,up
1125,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/Voice 226.wav,up
1126,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/Voice 258.wav,up
1127,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/Voice 258_noise.wav,up
1128,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/Voice 259.wav,up
1129,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/Voice 260.wav,up
1130,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/Voice 260_noise.wav,up
1131,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/Voice 261.wav,up
1132,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/Voice 261_noise.wav,up
1133,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/Voice 262_noise.wav,up
1134,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/Voice 263.wav,up
1135,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/Voice 263_noise.wav,up
1136,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/Voice 264.wav,up
1137,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/Voice 264_noise.wav,up
